game_name,num_apis_tested,avg_reward,win_rate,max_reward,min_reward,has_win,is_unbeaten,max_step,avg_win_step,normalized_reward,step_score,final_score,difficulty_label
flower_v0,3,,1.0,,,True,False,1500,1500.0,0.5,0.0,0.7,easy
freeway_v0,3,0.0,0.3333333333333333,0.0,0.0,True,False,1900,1900.0,0.5,0.0,0.3,hard
frogs_v0,3,,0.0,,,False,False,663,,0.5,0.0,0.1,very_hard
garbagecollector_v0,3,,0.0,,,False,False,32,,0.5,0.0,0.1,very_hard
golddigger_v0,3,1.3333333333333333,0.0,14.0,-5.0,False,False,2000,,0.5016920473772836,0.0,0.10033840947545672,very_hard
greedymouse_v0,3,-5.0,0.0,-5.0,-5.0,False,False,614,,0.4936548223351864,0.0,0.09873096446703729,very_hard
gymkhana_v0,3,,0.0,,,False,False,1000,,0.5,0.0,0.1,very_hard
hungrybirds_v0,3,,0.0,,,False,False,285,,0.5,0.0,0.1,very_hard
iceandfire_v0,3,1.6666666666666667,0.0,3.0,0.0,False,False,500,,0.5021150592216045,0.0,0.1004230118443209,very_hard
ikaruga_v0,3,2.3333333333333335,0.0,4.0,1.0,False,False,121,,0.5029610829102463,0.0,0.10059221658204927,very_hard
infection_v0,3,2.3333333333333335,0.3333333333333333,6.0,0.0,True,True,2000,1881.0,0.5029610829102463,0.0595,0.3124922165820493,unbeaten
intersection_v0,3,,0.6666666666666666,,,True,False,1000,1000.0,0.5,0.0,0.5,medium
invest_v0,3,-0.3333333333333333,0.6666666666666666,1.0,-2.0,True,False,1500,1500.0,0.4995769881556791,0.0,0.4999153976311358,medium
investdie_v0,3,-0.3333333333333333,0.6666666666666666,1.0,-2.0,True,False,1500,1500.0,0.4995769881556791,0.0,0.4999153976311358,medium
islands_v0,3,0.0,0.0,0.0,0.0,False,False,38,,0.5,0.0,0.1,very_hard
jaws_v0,3,,0.0,,,False,False,118,,0.5,0.0,0.1,very_hard
killBillVol1_v0,3,0.0,0.0,0.0,0.0,False,True,2000,,0.5,0.0,0.1,unbeaten
labyrinth_v0,3,0.0,0.0,0.0,0.0,False,True,1000,,0.5,0.0,0.1,unbeaten
labyrinthdual_v0,3,0.0,0.0,0.0,0.0,False,True,1000,,0.5,0.0,0.1,unbeaten
lasers2_v0,3,,0.0,,,False,False,2000,,0.5,0.0,0.1,very_hard
lasers_v0,3,,0.0,,,False,False,2000,,0.5,0.0,0.1,very_hard
lemmings_v0,3,-7.0,0.0,-5.0,-11.0,False,False,2000,,0.491116751269261,0.0,0.0982233502538522,very_hard
mirrors_v0,3,0.0,0.0,0.0,0.0,False,False,1500,,0.5,0.0,0.1,very_hard
missilecommand_v0,3,-0.6666666666666666,0.3333333333333333,2.0,-3.0,True,False,190,100.0,0.4991539763113582,0.4736842105263158,0.3945676373675348,hard
modality_v0,3,0.3333333333333333,0.3333333333333333,1.0,0.0,True,False,2000,22.0,0.5004230118443209,0.989,0.4978846023688641,medium
overload_v0,3,3.0,0.0,6.0,1.0,False,True,2000,,0.5038071065988882,0.0,0.10076142131977764,unbeaten
pacman_v0,3,7.0,0.0,10.0,2.0,False,False,116,,0.508883248730739,0.0,0.10177664974614781,very_hard
painter_v0,3,381.3333333333333,0.3333333333333333,701.0,3.0,True,False,2000,1451.0,0.9839255499031152,0.27449999999999997,0.451685109980623,medium
plants_v0,3,,0.3333333333333333,,,True,False,1000,1000.0,0.5,0.0,0.3,hard
plaqueattack_v0,3,-7.666666666666667,0.3333333333333333,5.0,-15.0,True,False,534,534.0,0.4902707275806192,0.0,0.29805414551612386,hard
pokemon_v0,3,,0.6666666666666666,,,True,False,1000,253.0,0.5,0.747,0.6494,easy
portals_v0,3,0.0,0.0,0.0,0.0,False,False,2000,,0.5,0.0,0.1,very_hard
racebet2_v0,3,0.0,0.3333333333333333,0.0,0.0,True,False,104,104.0,0.5,0.0,0.3,hard
racebet_v0,3,0.0,0.6666666666666666,0.0,0.0,True,False,78,78.0,0.5,0.0,0.5,medium
realportals_v0,3,0.0,0.0,0.0,0.0,False,False,20,,0.5,0.0,0.1,very_hard
realsokoban_v0,3,,0.0,,,False,True,2000,,0.5,0.0,0.1,unbeaten
rivers_v0,3,,0.0,,,False,False,1250,,0.5,0.0,0.1,very_hard
roadfighter_v0,3,0.0,0.0,0.0,0.0,False,False,25,,0.5,0.0,0.1,very_hard
roguelike_v0,3,0.3333333333333333,0.0,1.0,0.0,False,False,2000,,0.5004230118443209,0.0,0.10008460236886418,very_hard
run_v0,3,0.0,0.0,0.0,0.0,False,False,152,,0.5,0.0,0.1,very_hard
seaquest_v0,3,673.6666666666666,0.6666666666666666,1010.0,1.0,True,False,1000,1000.0,0.9839255499031152,0.0,0.596785109980623,medium
sheriff_v0,3,0.0,0.0,1.0,-1.0,False,False,259,,0.5,0.0,0.1,very_hard
shipwreck_v0,3,0.0,1.0,0.0,0.0,True,True,1000,1000.0,0.5,0.0,0.7,unbeaten
sistersavior_v0,3,,0.3333333333333333,,,True,False,111,68.0,0.5,0.3873873873873874,0.3774774774774775,hard
sokoban_v0,3,,0.0,,,False,True,2000,,0.5,0.0,0.1,unbeaten
solarfox_v0,3,-7.333333333333333,0.0,-4.0,-13.0,False,False,124,,0.4906937394249401,0.0,0.09813874788498803,very_hard
superman_v0,3,0.3333333333333333,0.0,1.0,0.0,False,False,386,,0.5004230118443209,0.0,0.10008460236886418,very_hard
surround_v0,3,9.666666666666666,0.6666666666666666,15.0,0.0,True,False,198,25.0,0.5122673434853062,0.8737373737373737,0.677200943444536,easy
survivezombies_v0,3,0.0,0.0,0.0,0.0,False,False,330,,0.5,0.0,0.1,very_hard
tercio_v0,3,0.0,0.0,0.0,0.0,False,True,1000,,0.5,0.0,0.1,unbeaten
testgame1_v0,3,-1.3333333333333333,0.0,-1.0,-2.0,False,False,212,,0.4983079526227164,0.0,0.09966159052454328,very_hard
testgame2_v0,3,,0.0,,,False,False,1000,,0.5,0.0,0.1,very_hard
testgame3_v0,3,1.6666666666666667,0.3333333333333333,5.0,0.0,True,False,1000,62.0,0.5021150592216045,0.938,0.48802301184432084,medium
thecitadel_v0,3,0.0,0.0,0.0,0.0,False,True,2000,,0.5,0.0,0.1,unbeaten
themole_v0,3,-0.6666666666666666,0.0,0.0,-1.0,False,False,2000,,0.4991539763113582,0.0,0.09983079526227165,very_hard
theshepherd_v0,3,1.6666666666666667,0.0,5.0,0.0,False,True,2000,,0.5021150592216045,0.0,0.1004230118443209,unbeaten
thesnowman_v0,3,,0.0,,,False,True,2000,,0.5,0.0,0.1,unbeaten
trappedhero_v0,3,0.0,0.0,0.0,0.0,False,True,1200,,0.5,0.0,0.1,unbeaten
treasurekeeper_v0,3,10.0,0.0,20.0,5.0,False,False,348,,0.5126903553296271,0.0,0.10253807106592544,very_hard
vortex_v0,3,0.0,0.0,0.0,0.0,False,True,1000,,0.5,0.0,0.1,unbeaten
waferthinmints_v0,3,-2.6666666666666665,0.6666666666666666,2.0,-10.0,True,False,1500,1500.0,0.49661590524543275,0.0,0.4993231810490865,medium
waferthinmintsexit_v0,3,6.0,0.6666666666666666,10.0,4.0,True,False,41,14.5,0.5076142131977763,0.6463414634146342,0.6307911353224821,easy
waitforbreakfast_v0,3,0.0,0.0,0.0,0.0,False,False,8,,0.5,0.0,0.1,very_hard
watergame_v0,3,,0.0,,,False,True,2000,,0.5,0.0,0.1,unbeaten
waterpuzzle_v0,3,,0.0,,,False,False,1500,,0.5,0.0,0.1,very_hard
waves_v0,3,1.3333333333333333,0.3333333333333333,4.0,0.0,True,False,1000,1000.0,0.5016920473772836,0.0,0.3003384094754567,hard
whackamole_v0,3,4.333333333333333,0.0,12.0,-3.0,False,False,377,,0.5054991539761717,0.0,0.10109983079523435,very_hard
wildgunman_v0,3,2.3333333333333335,0.0,5.0,-1.0,False,False,260,,0.5029610829102463,0.0,0.10059221658204927,very_hard
witnessprotected_v0,3,0.0,0.0,0.0,0.0,False,False,509,,0.5,0.0,0.1,very_hard
witnessprotection_v0,3,0.0,0.0,0.0,0.0,False,False,114,,0.5,0.0,0.1,very_hard
wrapsokoban_v0,3,,0.0,,,False,True,2000,,0.5,0.0,0.1,unbeaten
x-racer_v0,3,0.0,0.0,0.0,0.0,False,False,146,,0.5,0.0,0.1,very_hard
zelda_v0,3,-0.3333333333333333,0.0,0.0,-1.0,False,False,676,,0.4995769881556791,0.0,0.09991539763113583,very_hard
zenpuzzle_v0,3,14.666666666666666,0.0,32.0,4.0,False,True,2000,,0.5186125211501198,0.0,0.10372250423002397,unbeaten
