model,game,level,run_id,game_level,total_steps,meaningful_steps,meaningful_ratio,total_distance,avg_distance_per_step,winner,total_reward,reward_steps,max_reward,final_reward,won,normalized_reward
gemini,realsokoban,1,4,realsokoban-lvl1,1998,608,0.30430430430430433,1330,0.6656656656656657,NO_WINNER,0.0,0,0.0,0.0,False,0.0
gemini,realsokoban,1,3,realsokoban-lvl1,1998,584,0.2922922922922923,1100,0.5505505505505506,NO_WINNER,0.0,0,0.0,0.0,False,0.0
gemini,realsokoban,1,1,realsokoban-lvl1,1998,793,0.3968968968968969,1219,0.6101101101101101,NO_WINNER,0.0,0,0.0,0.0,False,0.0
gemini,realsokoban,4,5,realsokoban-lvl4,1998,706,0.3533533533533533,1060,0.5305305305305306,NO_WINNER,0.0,0,0.0,0.0,False,0.0
gemini,realsokoban,4,2,realsokoban-lvl4,1998,663,0.33183183183183185,1100,0.5505505505505506,NO_WINNER,0.0,0,0.0,0.0,False,0.0
gemini,realsokoban,4,4,realsokoban-lvl4,1998,507,0.25375375375375375,782,0.3913913913913914,NO_WINNER,0.0,0,0.0,0.0,False,0.0
gemini,realsokoban,4,3,realsokoban-lvl4,1998,548,0.27427427427427425,888,0.4444444444444444,NO_WINNER,0.0,0,0.0,0.0,False,0.0
gemini,realsokoban,4,1,realsokoban-lvl4,1998,757,0.3788788788788789,1303,0.6521521521521522,NO_WINNER,0.0,0,0.0,0.0,False,0.0
gemini,sokoban,2,5,sokoban-lvl2,1998,176,0.08808808808808809,279,0.13963963963963963,NO_WINNER,0.0,0,0.0,0.0,False,0.0
gemini,sokoban,2,2,sokoban-lvl2,1998,1078,0.5395395395395396,1559,0.7802802802802803,NO_WINNER,1.0,1,1.0,0.0,False,0.4999999975
gemini,sokoban,2,4,sokoban-lvl2,1998,158,0.07907907907907907,245,0.12262262262262262,NO_WINNER,0.0,0,0.0,0.0,False,0.0
gemini,sokoban,2,3,sokoban-lvl2,1998,238,0.11911911911911911,414,0.2072072072072072,NO_WINNER,0.0,0,0.0,0.0,False,0.0
gemini,sokoban,2,1,sokoban-lvl2,1998,193,0.0965965965965966,322,0.16116116116116116,NO_WINNER,0.0,0,0.0,0.0,False,0.0
gemini,aliens,0,5,aliens-lvl0,689,375,0.5442670537010159,625,0.9071117561683599,PLAYER_LOSES,32.0,24,2.0,0.0,False,0.3518518517866941
gemini,aliens,0,2,aliens-lvl0,871,560,0.642939150401837,516,0.5924225028702641,PLAYER_LOSES,63.0,44,2.0,0.0,False,0.9259259257544582
gemini,aliens,0,4,aliens-lvl0,662,426,0.6435045317220544,392,0.5921450151057401,PLAYER_WINS,65.0,46,2.0,0.0,True,0.9629629627846364
gemini,aliens,0,3,aliens-lvl0,111,71,0.6396396396396397,55,0.4954954954954955,PLAYER_LOSES,14.0,12,2.0,0.0,False,0.018518518515089163
gemini,aliens,0,1,aliens-lvl0,192,126,0.65625,136,0.7083333333333334,PLAYER_LOSES,20.0,16,2.0,0.0,False,0.12962962960562413
gemini,sokoban,0,5,sokoban-lvl0,1998,772,0.3863863863863864,1162,0.5815815815815816,NO_WINNER,0.0,0,0.0,0.0,False,0.0
gemini,sokoban,0,2,sokoban-lvl0,1998,701,0.3508508508508508,947,0.47397397397397395,NO_WINNER,0.0,0,0.0,0.0,False,0.0
gemini,sokoban,0,4,sokoban-lvl0,1998,574,0.2872872872872873,824,0.4124124124124124,NO_WINNER,0.0,0,0.0,0.0,False,0.0
gemini,sokoban,0,3,sokoban-lvl0,1998,608,0.30430430430430433,967,0.48398398398398396,NO_WINNER,0.0,0,0.0,0.0,False,0.0
gemini,sokoban,0,1,sokoban-lvl0,1998,790,0.3953953953953954,1495,0.7482482482482482,NO_WINNER,0.0,0,0.0,0.0,False,0.0
gemini,zelda,1,5,zelda-lvl1,94,2,0.02127659574468085,0,0.0,PLAYER_LOSES,0.0,0,0.0,0.0,False,0.0
gemini,zelda,1,4,zelda-lvl1,72,1,0.013888888888888888,0,0.0,PLAYER_LOSES,0.0,0,0.0,0.0,False,0.0
